NODE_KEY,CITY,POSTAL_CODE,STREET,BUILDING,COUNTRY,VAL_START_DATE,VAL_END_DATE,LATITUDE,LONGITUDE
000D3AACE3131EDD95A2615F9D913A3C,Walldorf,69190,Dietmar-Hopp-Allee,16,DE,1/1/2000,12/31/9999,49.2936736,8.641701934
000D3AACE3131EDD95A2615F9D915A3C,Walldorf,69190,Robert-Koch-Straße,1,DE,1/1/2000,12/31/9999,49.3037108,8.6425969
000D3AACE3131EDD95A2615F9D917A3C,St.-Leon Rot,68789,Opelstraße,6,DE,1/1/2000,12/31/9999,49.246162,8.64011563
000D3AACE3131EDD95A2615F9D919A3C,Berlin,13467,Calvinstraße,36,DE,1/1/2000,12/31/9999,52.6129143,13.2976839
000D3AACE3131EDD95A2615F9D91BA3C,Berlin,13467,Schulzendorfer Straße,101,DE,1/1/2000,12/31/9999,52.610199,13.293667
000D3AACE3131EDD95A2615F9D91DA3C,Berlin,13467,Zabel-Krüger-Damm,127,DE,1/1/2000,12/31/9999,52.613766,13.344182
000D3AACE3131EDD95A2615F9D91FA3C,"Wilmington, Delaware",19899,1 2345 King Street,1,US,1/1/2000,12/31/9999,39.7459468,-75.546589
000D3AACE3131EDD95A2615F9D921A3C,"Wilmington, Delaware",19899,223 Kirkwood Park,1,US,1/1/2000,12/31/9999,39.745453,-75.539809
000D3AACE3131EDD95A2615F9D923A3C,"Wilmington, Delaware",19899,Kalmar Pl,1,US,1/1/2000,12/31/9999,39.751013,-75.534321
000D3AACE3131EDD95A2615F9D925A3C,Hannover,30625,An der Breiten Wiese,422,DE,1/1/2000,12/31/9999,52.3829908,9.823618172
